# ['gamma', 'delta', 'b_0, b_1, b_2'], ['D0', 'a20', 'a01', 'a21', 'a10', 'a11', 'c1', 'c11']
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
-0.969125430789866 0.3225800541420908 -5.88701576923969 0.02377340564246472 -2.8030013912638187e-05 81.89682587931651 -7.955472686392592e-06 -0.5254467154354905 -1.4732398141125096e-06 0.0008906209279730391 -0.0016216488784986899 0.16712479924410795 0.001997444927317631
