# ['gamma', 'delta', 'b_0, b_1, b_2'], ['cte', 'a20', 'a01', 'a21', 'a10', 'a11']
-0.8202503075329529 0.27182640530737634 -6.0120747775753145 0.028023457508404414 -3.6085427444014094e-05 82.55959419613035 -4.403103360748267e-06 -0.5490177069895641 3.545293056912259e-07 0.00051227595631083 4.2160262377944285e-05
-0.7676582135538758 0.2635619154389282 -5.994987934160517 0.028080939166131975 -3.589495039002988e-05 83.89652935854406 -3.781913951765879e-06 -0.5882479571536416 5.242388264034238e-07 0.00038921826182735503 3.7240446876927406e-05
-0.7077346705325469 0.24042596364299051 -5.889333074808327 0.027455641722447584 -3.4665854270398555e-05 83.16893396568688 -3.854308241305529e-06 -0.5516643561361829 5.183233359799136e-07 0.00043737772261466155 3.771314895682163e-05
-0.7337543385907332 0.2474830851480727 -5.9026401524706635 0.027565888088722793 -3.534410531651092e-05 82.73391493225841 -4.240020679652236e-06 -0.5228786594406444 1.9100393230900971e-07 0.0005025379653617122 4.204008434626743e-05
-0.7498584837795144 0.2513068740065996 -6.119777555763585 0.02841827734204223 -3.505917929383629e-05 83.65663113122743 -3.1651961010803347e-06 -0.5693572312868679 2.164117627859507e-07 0.00022009186986855756 5.283696821647658e-05
-0.6946961454347442 0.2351790374822001 -6.255242216022946 0.029547927360070902 -3.7224233301584074e-05 82.96661422242721 -3.2141213605116374e-06 -0.5463223366719048 2.1172804576380188e-07 0.000297951524025497 4.7412792632851254e-05
-0.7035860783916008 0.23702566790982638 -6.290888723734249 0.02937506840189539 -3.6058647424961e-05 83.2303534297656 -3.181548128627184e-06 -0.5730588715253392 1.8399536239865374e-07 0.00027247655151482406 4.866454144724936e-05
-0.7925836391229947 0.2623652844228527 -6.129632260941175 0.028684449578248 -3.555863601891702e-05 83.46702202654076 -3.051604872288527e-06 -0.482003046907996 2.1487935291481534e-07 0.0002183429052801607 6.082240075335969e-05
-0.6716011031968825 0.22759214444417253 -6.152560478484935 0.028788680759342995 -3.590260818549694e-05 83.2907692555475 -2.9108519719088574e-06 -0.533764433769358 2.6180153246402183e-07 0.00017653249240562785 5.979043439753408e-05
-0.794921450810489 0.2647640167595037 -6.236563586083387 0.029468060983923315 -3.723473396858806e-05 83.07262926632842 -3.4173783717538857e-06 -0.5652956062904086 2.9765462081068893e-07 0.0003289378629172773 2.993784629828105e-05
-0.771311567162786 0.2554658783196218 -6.241452787395708 0.029487874382618066 -3.698067939504935e-05 83.293432348296 -2.9301809737944024e-06 -0.5486674099239977 5.594982055089301e-07 0.00019765346019128547 2.3190640188724122e-05
-0.7405968078692172 0.24762395927682176 -6.182502234984016 0.02908170865877205 -3.678838238864961e-05 83.26675658272865 -3.0845683813495998e-06 -0.5647553710198308 6.143009880617669e-07 0.00021811590481703738 2.064845214776772e-05
-0.7469497770880231 0.24935395332186525 -5.955034202400334 0.0277057774382082 -3.526041121032432e-05 82.58127873922089 -4.309663808025052e-06 -0.5610314208280804 -3.1625412272922524e-07 0.0005281960864547736 1.753178398649905e-05
-0.6966884456572032 0.23312266799341969 -5.949976634131287 0.027470434169755597 -3.355261328060203e-05 82.74054487742143 -3.4117543665494317e-06 -0.5364822434662238 -3.7004782553766126e-07 0.0003524381220361496 2.511964653493644e-05
-0.7695987549324319 0.2555691602817513 -5.866575987380603 0.02731419384433522 -3.422941778487561e-05 82.79338408497824 -3.5790393382524714e-06 -0.514335285762582 -3.106845397256314e-07 0.0003851608509831744 2.910304476236456e-05
-0.6689410469452992 0.22835325429910103 -5.945475945822512 0.027596623604300003 -3.450234040057535e-05 82.53736847032832 -3.943425525694027e-06 -0.5701133215788012 -2.6772141505606677e-07 0.0004596836661923282 3.183958517769223e-05
-0.7442276505490829 0.24554888485779708 -5.714540595196857 0.02608611140645332 -3.283536469768188e-05 82.77336009449029 -4.445239004534662e-06 -0.5952065816348406 -3.865291221465277e-07 0.0005209431240352886 2.1304224228192984e-05
-0.7770010327278096 0.2568034533624787 -5.875849748849689 0.02712201558300404 -3.340894878323148e-05 82.09763722153212 -3.61237321014508e-06 -0.46073563165624354 -4.202875613561383e-06 0.00041729031914078916 -5.0260198510174115e-05
-0.7117886289339954 0.24037019284467265 -5.6423506232028675 0.025901975976817992 -3.2861388298076414e-05 82.19047368418182 -4.823734515745333e-06 -0.5370872254743926 -1.1263983955447478e-06 0.0007048305533635156 -6.405760257419495e-05
-0.7470805141081213 0.24952690985308365 -5.712605138583351 0.026485715933378413 -3.3089395728520415e-05 82.45382535194184 -3.987349981069102e-06 -0.57135675228456 -2.55460530449316e-07 0.0005302798956430868 -4.7307477016845884e-05
-0.7619356326155433 0.25184453427515885 -5.791904286568448 0.026699946194302375 -3.2542612760493856e-05 82.6023299960465 -3.5198787786859076e-06 -0.5150617767473561 -4.016475532317766e-07 0.0004203223757385141 -5.3502157881886727e-05
-0.7368187222591677 0.25051838644076074 -5.9300086085862755 0.02745116385081023 -3.398335272097376e-05 83.32905994645296 -3.6583509120468378e-06 -0.5416928979750977 -5.109548786850996e-07 0.00040146313942467484 -5.116692170630303e-05
-0.7395133810328431 0.25138692838047616 -5.918479206959862 0.02751130237471464 -3.451060932201786e-05 83.83327894000614 -3.4774991663339697e-06 -0.5402256147429939 -3.933675589245762e-06 0.00034211693980177183 -2.0394680427272653e-05
-0.7571102359588231 0.2534846565986819 -5.929128449629822 0.027773838488090147 -3.459190883608202e-05 83.9298840862337 -3.1545897546751223e-06 -0.5512646190115387 -1.815822581147931e-06 0.0002559272961379845 -3.361097854866099e-05
-0.74269835224995 0.2435698984239739 -5.9681728128134734 0.027682320604833496 -3.383284373583613e-05 81.86335137901501 -3.903047358350451e-06 -0.5175462025909741 -3.203494308110077e-06 0.0005407041982459771 -9.213499869642367e-06
-0.7327881022741991 0.2442477950684703 -5.985838223649254 0.02759487163601978 -3.398358401303917e-05 83.25793890726828 -3.1839113367682637e-06 -0.5564630456449463 -1.258213188991762e-06 0.00024971201390513054 -7.980088622388324e-06
-0.6955009418518818 0.23256876580820793 -5.855175794945822 0.026775429889066144 -3.4292459404377065e-05 82.20966795103072 -4.804679463945786e-06 -0.5622322433156348 -2.1066482012099751e-07 0.0006015826664424712 -9.089069314769574e-06
-0.7684698572490556 0.25226492560326075 -6.028542273937841 0.027646427712032243 -3.3980591884663036e-05 82.67210631570892 -3.738898633344664e-06 -0.536383716845569 -2.1982796329053198e-07 0.000384612071891868 -1.829794575569573e-05
-0.7602891682764978 0.2503701861082251 -5.987621708163193 0.027570005173495782 -3.392033112147234e-05 82.51075574037145 -3.725492236755014e-06 -0.5370925674622824 -2.4159587637158045e-07 0.00037159340516542826 -2.0291711617785802e-05
-0.743176035586409 0.24413316034788585 -6.459819436200464 0.031077612661203242 -3.938730187772443e-05 82.34859948950616 -3.213266961472619e-06 -0.5771435250708905 -2.160392308269445e-07 0.00032955103863210937 -2.0945332612386984e-05
-0.7697419959349889 0.25658719770641614 -5.903207590541264 0.0272202291853555 -3.325301833226252e-05 82.39424750279672 -3.4993041619183267e-06 -0.5062716132599805 -2.3469596747410966e-07 0.0003753770318063193 -2.0608363756685827e-05
-0.7381530743626132 0.24885894044799564 -6.208830288010207 0.029113710518062996 -3.572904377442679e-05 84.11346359694222 -2.505497709077518e-06 -0.5478414474233408 -2.8069917781807247e-06 0.00012897601033520296 -5.442846659014175e-06
-0.6701165237150115 0.22831049540549994 -5.736442875429845 0.025961132859428457 -3.1601895123039274e-05 83.16948419269065 -4.050227952623655e-06 -0.5686674685896524 1.9226859951377073e-07 0.0004636251715167755 -6.243960258605983e-06
-0.6940563490600588 0.23807709527486645 -5.911188993524772 0.026423974399930154 -3.058817148527893e-05 82.9532434577182 -3.817022708287737e-06 -0.5364104972999006 1.713988297997122e-07 0.00047774510920899624 -6.415964258680375e-06
-0.7588289228737509 0.256816316369247 -5.8912485620188075 0.026840533109705883 -3.220465355664308e-05 83.66031654302132 -3.356181683484716e-06 -0.584852230452894 1.275789110795738e-07 0.0003142289499319758 -6.988106627287305e-06
-0.7391649898151217 0.251818591837698 -5.743772885682661 0.02634513847766064 -3.302835268643962e-05 82.83008420631859 -4.378615806674207e-06 -0.5092754959054566 7.662180491401392e-08 0.0005534647296937024 -6.176253474443325e-06
-0.7564564748880676 0.25414075680507536 -5.883095557109419 0.026716616703983266 -3.1946761539798794e-05 83.34415531986541 -3.2727918456859643e-06 -0.5445123191713155 9.373625657925408e-08 0.0002999389712249356 -9.23515142946158e-06
-0.6759982984530335 0.22948863460358923 -6.2779226833893045 0.03054831066921557 -3.959740428072914e-05 82.8769956384412 -3.1546031529377195e-06 -0.5475531142253076 1.148652014994241e-07 0.0003116658534260779 -7.693913296732165e-06
-0.7141059341582112 0.2398629077415264 -5.84982672295156 0.02701156632183627 -3.300140698831777e-05 83.61376047036973 -3.2959770634714134e-06 -0.5790456146598324 1.0446557446232453e-07 0.0003172647293408023 -7.917128866320547e-06
-0.7063544992922326 0.2392499045036066 -5.912218195883476 0.02713414413236475 -3.325577675955557e-05 83.46285958728635 -3.5156679956782126e-06 -0.543813104219808 1.0511113533044339e-07 0.00031512661101532947 -8.631864026949698e-06
-0.6885390067148991 0.23794292900782082 -5.818883290577816 0.026893805067022183 -3.460701343607863e-05 83.38930167294208 -4.254551596941803e-06 -0.5466518928158046 4.0980874651117e-08 0.00047094792886587754 -1.0298403800590618e-05
-0.7488003202564719 0.2516182001901266 -5.8006860550551655 0.02658826172976042 -3.25286107773543e-05 82.43456055460311 -4.354133346632202e-06 -0.566061456590696 3.661660920768067e-08 0.0006206412091800317 -9.437305330128324e-06
-0.74313974046763 0.24971251422457524 -5.769676929833263 0.026447825502019573 -3.354269018582726e-05 82.95464771211374 -4.446690338624994e-06 -0.5411849572103025 3.6060756219755256e-08 0.0005414827443197851 -1.048637591154973e-05
-0.7627495474659501 0.2544685714715762 -5.916467076147878 0.027832579676813723 -3.513400881006666e-05 82.8695013441088 -3.235350834297554e-06 -0.4901018195634762 5.6660570167442395e-08 0.00031580868784951497 -1.3029415579236632e-05
-0.653125161257107 0.2255688688378264 -6.048986344957366 0.027938755683395284 -3.377388216688276e-05 83.89575197523686 -3.16095348790986e-06 -0.5436143003309568 6.168669623485432e-08 0.00021423590339150086 -1.3489807670489624e-05
-0.7323881120134405 0.24477290847995034 -6.055529867815224 0.027820549600881074 -3.368611550256783e-05 83.45151550418768 -3.0500816299373165e-06 -0.567534469488076 6.515410337009357e-08 0.0002095823953293148 -1.714011607414802e-05
-0.7847620081336493 0.26152774992259403 -5.586561016531476 0.024430562868076752 -2.8049677415283158e-05 82.81389480994525 -3.8644981657116525e-06 -0.5081551432405834 5.761789180167794e-10 0.00046380950088397034 -2.6250738807357053e-05
-0.7108463945885446 0.24034456375145397 -5.612122035992234 0.024547534471259118 -2.795515472783234e-05 82.40337885027634 -3.835342521560732e-06 -0.5027923825965843 6.143019653540587e-10 0.00046469550972114625 -2.745465764690206e-05
-0.7515454251939637 0.2603998855053922 -5.913671517000003 0.02785357894259874 -3.541352929903658e-05 83.7124709907934 -3.3211692021806378e-06 -0.5477313542630298 7.340056245483081e-10 0.0003343771223656147 -3.0276656147462287e-05
-0.7530797597189449 0.25373337188201167 -5.375685139645206 0.02427617896931656 -2.944454966351634e-05 82.73838237450234 -4.1691843765706875e-06 -0.5466186959536479 7.570067315325682e-10 0.0005597963831765508 -1.701057420344752e-05
-0.7462066826344929 0.25418679327657284 -5.493371770843545 0.02466433525803016 -2.9565627369323537e-05 84.06469384440996 -3.4937626575743306e-06 -0.6183161496227989 3.1361528546804917e-10 0.0003334183069494323 -3.565459742220113e-05
-0.6405943804694786 0.22271667172618384 -5.597502698025519 0.025416954453365358 -3.086884663063822e-05 83.35207023831845 -3.862671059513724e-06 -0.6051212442089746 1.471605556852054e-10 0.00046911774891213577 -4.138988904565317e-05
-0.722678653308255 0.2446732536360482 -5.449868652315189 0.02365814340562445 -2.652958498156099e-05 82.46599534084797 -3.7034921493374422e-06 -0.4272586554857165 -1.8574422029382361e-09 0.0004696116987899045 -0.001248667798489236
-0.7019147079394157 0.24143064073166595 -5.381931677382857 0.023814760792221078 -2.847777556004444e-05 83.3820319872907 -3.8046275175066178e-06 -0.5162201240008615 -3.6127727883385204e-09 0.00044567074952370765 -0.00046232151035081583
-0.6958344917184461 0.24153711146055135 -5.76490959498544 0.02674353313781162 -3.4606261823511385e-05 82.87622414822312 -4.967920390769971e-06 -0.49275477581532445 7.894506482578366e-10 0.0006958267488056592 -0.0005328250437893539
-0.7078562664365177 0.2423874653336347 -5.861078561102066 0.027170610411209613 -3.407522762417919e-05 83.49891297918387 -3.612277394251396e-06 -0.6290623896025866 2.6453856630881624e-09 0.0003689941139993941 0.0010047565633757765
-0.717346172619389 0.24576679654791905 -5.889081247123791 0.027243933180541566 -3.4048055773368586e-05 82.95509054624023 -4.073891597877539e-06 -0.47502518932148335 3.222931192239478e-09 0.0005026683372817872 -0.0003115897821448264
-0.722180368882897 0.24297012840730658 -5.898216116404512 0.027248783277800767 -3.3607423385961834e-05 82.74484773945244 -3.6016209210980817e-06 -0.5066313093563106 3.655975296231562e-09 0.0003987052679436436 -0.00028587292924426503
-0.799298244873438 0.26911015036840585 -5.887482427901967 0.0276759665017473 -3.532904775934109e-05 82.77522194542884 -4.234946217387436e-06 -0.5368870792282576 3.960742385529004e-09 0.0005587025519259263 -0.00029296674056094576
-0.6857118060512312 0.23453006662469428 -5.386004701460597 0.023442127833256866 -2.7160216390430992e-05 82.82164414587746 -4.050032633670895e-06 -0.5092477235183599 4.871512965072622e-09 0.0005045387866140095 -0.0002052737074121064
-0.7740507733044036 0.26025518655205665 -5.982081699827564 0.028634596184411554 -3.6854358152537063e-05 82.98843017816664 -3.4583043286645092e-06 -0.49356998267586244 5.460572314355759e-09 0.00038623995038628944 -0.00044040152015748543
-0.7395156562600591 0.24787051863882556 -5.467877682986023 0.02476246183288921 -2.9881390531166024e-05 82.87898318191358 -3.8038127029471646e-06 -0.5399548071829875 5.501406010700992e-09 0.0004922554343468439 -0.00031543839641072496
-0.7777258009455374 0.26180579322263103 -5.709419099589316 0.025935851145303817 -3.105713689482185e-05 83.28699480167356 -3.273348575063592e-06 -0.5496274087122064 5.1262683284463634e-09 0.0003408250931447015 -0.0003215564327392761
